intervention_id,order_id,merchant_id,intervention_type,action_owner,initiated_by,confidence_score,outcome,executed_at,completed_at
INT01407,ORD000876,M035,cod_to_prepaid,merchant,system,0.8509,successful_delivery,2025-12-05 07:20:10,2025-12-06 11:20:10
INT01408,ORD000776,M101,premium_courier,delhivery,system,0.5636,rto,2026-03-12 23:03:54,2026-03-15 23:03:54
INT01409,ORD004478,M053,cod_to_prepaid_outreach,delhivery,system,0.5679,rto,2025-11-27 09:17:10,2025-11-30 08:17:10
INT01410,ORD004945,M079,cod_to_prepaid_outreach,delhivery,system,0.7348,rto,2026-02-13 23:24:54,2026-02-16 20:24:54
INT01411,ORD003815,M013,cod_to_prepaid,merchant,system,0.6832,pending,2026-01-23 15:47:29,
INT01412,ORD002539,M098,verification,delhivery,system,0.8736,pending,2025-12-27 13:38:14,
INT01413,ORD001660,M093,premium_courier,delhivery,system,0.5720,pending,2025-12-25 17:51:19,
INT01414,ORD001414,M079,address_enrichment_outreach,delhivery,system,0.6625,pending,2025-11-28 17:57:09,
INT01415,ORD001408,M038,verification,delhivery,system,0.7651,pending,2025-10-21 10:50:10,
INT01416,ORD000629,M077,cod_to_prepaid,merchant,merchant,0.9187,successful_delivery,2026-03-23 21:05:38,2026-03-25 18:05:38
INT01417,ORD003879,M118,merchant_confirmation,merchant,system,1.0000,pending,2025-11-03 23:24:39,
INT01418,ORD004229,M078,premium_courier,delhivery,system,1.0000,successful_delivery,2025-11-19 14:19:19,2025-11-20 11:19:19
INT01419,ORD000276,M038,verification,delhivery,system,0.7398,rto,2025-12-19 11:56:41,2025-12-21 08:56:41
INT01420,ORD003218,M040,premium_courier,delhivery,system,0.4296,successful_delivery,2026-03-12 02:25:21,2026-03-14 03:25:21
INT01421,ORD002829,M051,premium_courier,delhivery,system,0.6473,successful_delivery,2025-10-29 15:16:36,2025-11-01 00:16:36
INT01422,ORD000611,M094,masked_calling,delhivery,system,0.8229,rto,2026-01-22 23:10:22,2026-01-24 12:10:22
INT01423,ORD002784,M034,cod_to_prepaid_outreach,delhivery,system,0.9753,successful_delivery,2025-11-11 14:54:22,2025-11-13 14:54:22
INT01424,ORD002600,M011,cod_to_prepaid_outreach,delhivery,system,1.0000,pending,2025-11-03 14:37:00,
INT01425,ORD001989,M096,cod_to_prepaid,merchant,system,0.7248,successful_delivery,2025-11-02 14:01:25,2025-11-02 15:01:25
INT01426,ORD003842,M087,masked_calling,delhivery,system,0.6960,pending,2026-01-18 19:47:56,
INT01427,ORD001130,M014,merchant_confirmation,merchant,system,0.8383,pending,2025-10-29 12:14:18,
INT01428,ORD001018,M035,masked_calling,delhivery,system,0.5522,successful_delivery,2025-12-02 12:25:57,2025-12-02 22:25:57
INT01429,ORD004920,M007,verification,delhivery,system,0.6457,rto,2026-02-07 15:09:23,2026-02-08 14:09:23
INT01430,ORD003778,M060,cod_to_prepaid,merchant,merchant,0.6650,successful_delivery,2026-02-25 08:17:09,2026-02-26 15:17:09
INT01431,ORD002268,M074,verification,delhivery,system,0.5055,successful_delivery,2025-12-31 23:22:59,2026-01-02 15:22:59
INT01432,ORD000100,M026,merchant_confirmation,merchant,merchant,0.5894,pending,2026-03-30 13:56:15,
INT01433,ORD003800,M003,merchant_confirmation,merchant,merchant,0.7885,rto,2025-11-13 13:15:44,2025-11-13 19:15:44
INT01434,ORD004010,M120,masked_calling,delhivery,system,0.8241,rto,2025-11-19 23:26:58,2025-11-21 14:26:58
INT01435,ORD004894,M027,cod_to_prepaid,merchant,system,0.7676,rto,2025-12-09 18:57:40,2025-12-11 10:57:40
INT01436,ORD003278,M005,merchant_confirmation,merchant,system,0.6900,successful_delivery,2025-10-08 00:45:16,2025-10-09 05:45:16
INT01437,ORD000038,M054,merchant_confirmation,merchant,system,0.5459,pending,2025-10-23 15:19:46,
INT01438,ORD001636,M050,masked_calling,delhivery,system,0.6934,successful_delivery,2026-03-25 18:04:48,2026-03-26 18:04:48
INT01439,ORD001641,M027,verification,delhivery,system,0.7607,successful_delivery,2026-02-18 01:40:25,2026-02-19 06:40:25
INT01440,ORD002243,M061,merchant_confirmation,merchant,merchant,0.7006,successful_delivery,2026-03-01 16:33:46,2026-03-02 01:33:46
INT01441,ORD000946,M056,masked_calling,delhivery,system,0.6171,successful_delivery,2026-02-13 21:43:30,2026-02-14 12:43:30
INT01442,ORD000884,M012,express_upgrade,delhivery,system,0.6851,successful_delivery,2025-12-17 22:45:23,2025-12-19 00:45:23
INT01443,ORD001776,M077,premium_courier,delhivery,system,0.8998,rto,2025-10-15 03:52:17,2025-10-16 21:52:17
INT01444,ORD003301,M076,express_upgrade,delhivery,system,0.6527,successful_delivery,2026-02-16 10:56:02,2026-02-16 15:56:02
INT01445,ORD004380,M046,cod_to_prepaid,merchant,merchant,0.8787,successful_delivery,2025-10-31 16:48:18,2025-11-02 10:48:18
INT01446,ORD002221,M021,cod_to_prepaid,merchant,merchant,0.4785,successful_delivery,2026-01-02 17:04:33,2026-01-03 02:04:33
INT01447,ORD004243,M117,cod_to_prepaid,merchant,system,0.7732,pending,2026-01-25 08:11:12,
INT01448,ORD001772,M101,premium_courier,delhivery,system,0.5497,pending,2025-11-13 14:27:23,
INT01449,ORD001724,M114,cod_to_prepaid,merchant,system,0.6336,pending,2025-10-10 12:24:48,
INT01450,ORD000836,M030,merchant_confirmation,merchant,system,0.7342,pending,2025-11-05 16:05:12,
INT01451,ORD000330,M093,merchant_confirmation,merchant,merchant,0.5198,successful_delivery,2025-10-11 20:47:48,2025-10-13 00:47:48
INT01452,ORD004752,M025,verification,delhivery,system,0.8087,rto,2025-11-12 16:52:39,2025-11-13 06:52:39
INT01453,ORD002034,M085,premium_courier,delhivery,system,0.6466,pending,2025-12-18 23:41:15,
INT01454,ORD000610,M114,premium_courier,delhivery,system,0.8712,pending,2026-02-01 17:49:51,
INT01455,ORD001348,M019,premium_courier,delhivery,system,0.5990,pending,2025-12-18 23:41:52,
INT01456,ORD001791,M077,verification,delhivery,system,0.4161,rto,2025-11-09 18:07:53,2025-11-09 23:07:53
INT01457,ORD000349,M059,cod_to_prepaid,merchant,merchant,0.6226,successful_delivery,2025-10-13 12:47:29,2025-10-16 12:47:29
INT01458,ORD003955,M077,cod_to_prepaid,merchant,merchant,0.6141,pending,2025-12-02 18:36:24,
INT01459,ORD003350,M076,merchant_confirmation,merchant,merchant,0.5350,successful_delivery,2025-10-28 11:19:29,2025-10-30 09:19:29
INT01460,ORD000400,M106,verification,delhivery,system,0.7285,rto,2025-10-21 18:45:36,2025-10-22 08:45:36
INT01461,ORD004739,M088,verification,delhivery,system,0.8251,pending,2026-02-05 00:28:19,
INT01462,ORD000881,M113,cod_to_prepaid,merchant,merchant,0.8583,rto,2025-12-20 01:23:14,2025-12-21 06:23:14
INT01463,ORD001649,M036,premium_courier,delhivery,system,1.0000,successful_delivery,2025-11-27 16:50:47,2025-11-28 11:50:47
INT01464,ORD002462,M094,premium_courier,delhivery,system,0.9165,rto,2025-10-20 17:17:20,2025-10-21 19:17:20
INT01465,ORD001825,M018,verification,delhivery,system,0.7280,rto,2026-03-07 23:48:17,2026-03-08 18:48:17
INT01466,ORD003948,M112,cod_to_prepaid,merchant,system,0.7112,successful_delivery,2025-11-15 16:54:41,2025-11-18 13:54:41
INT01467,ORD003170,M002,premium_courier,delhivery,system,0.8050,successful_delivery,2025-12-01 13:02:24,2025-12-02 06:02:24
INT01468,ORD004437,M095,verification,delhivery,system,0.9140,pending,2025-12-07 11:34:26,
INT01469,ORD004944,M109,auto_cancel,delhivery,system,0.7050,successful_delivery,2025-12-28 13:02:20,2025-12-30 16:02:20
INT01470,ORD001685,M020,verification,delhivery,system,0.7084,rto,2026-03-24 05:58:31,2026-03-26 05:58:31
INT01471,ORD002973,M016,premium_courier,delhivery,system,0.7750,successful_delivery,2026-01-18 18:12:15,2026-01-19 12:12:15
INT01472,ORD001801,M035,merchant_confirmation,merchant,merchant,0.4682,pending,2025-12-03 20:32:04,
INT01473,ORD002260,M115,merchant_confirmation,merchant,system,0.6852,pending,2025-11-21 17:29:54,
INT01474,ORD001655,M116,merchant_confirmation,merchant,merchant,0.4521,successful_delivery,2025-11-25 08:12:32,2025-11-25 21:12:32
INT01475,ORD004116,M094,cod_to_prepaid,merchant,merchant,1.0000,rto,2026-03-13 09:27:41,2026-03-14 15:27:41
INT01476,ORD004321,M083,auto_cancel,delhivery,system,0.6931,rto,2026-03-02 00:20:22,2026-03-02 08:20:22
INT01477,ORD004194,M017,premium_courier,delhivery,system,0.8654,rto,2026-01-10 11:44:07,2026-01-12 03:44:07
INT01478,ORD000735,M118,verification,delhivery,system,0.8215,pending,2025-11-23 15:20:24,
INT01479,ORD001862,M004,cod_to_prepaid,merchant,system,0.6003,rto,2026-03-05 23:06:40,2026-03-08 18:06:40
INT01480,ORD001525,M078,cod_to_prepaid,merchant,system,0.8579,pending,2025-11-07 21:42:35,
INT01481,ORD004504,M090,merchant_confirmation,merchant,merchant,0.7834,successful_delivery,2026-03-03 16:26:48,2026-03-05 14:26:48
INT01482,ORD002441,M098,verification,delhivery,system,0.6340,successful_delivery,2025-12-17 14:55:34,2025-12-20 10:55:34
INT01483,ORD001830,M053,cod_to_prepaid_outreach,delhivery,system,0.7376,pending,2025-10-14 14:19:57,
INT01484,ORD003958,M053,verification,delhivery,system,0.8166,rto,2025-11-26 00:31:27,2025-11-28 06:31:27
INT01485,ORD001883,M057,merchant_confirmation,merchant,system,0.8105,pending,2026-03-13 10:55:28,
INT01486,ORD002388,M109,merchant_confirmation,merchant,merchant,0.6984,successful_delivery,2026-02-05 09:50:02,2026-02-08 08:50:02
INT01487,ORD004358,M085,masked_calling,delhivery,system,0.7764,successful_delivery,2025-12-12 08:59:23,2025-12-14 21:59:23
INT01488,ORD000205,M070,premium_courier,delhivery,system,0.7704,successful_delivery,2026-01-02 09:24:54,2026-01-04 21:24:54
INT01489,ORD003494,M040,merchant_confirmation,merchant,merchant,0.8228,pending,2025-10-02 08:17:02,
INT01490,ORD004263,M002,masked_calling,delhivery,system,0.6978,successful_delivery,2025-12-08 06:16:33,2025-12-09 20:16:33
INT01491,ORD001048,M068,merchant_confirmation,merchant,system,0.6550,pending,2026-02-01 14:42:07,
INT01492,ORD001326,M001,express_upgrade,delhivery,system,0.3710,successful_delivery,2026-03-21 22:14:28,2026-03-23 18:14:28
INT01493,ORD002820,M065,express_upgrade,delhivery,system,0.9498,successful_delivery,2025-12-26 14:16:34,2025-12-28 06:16:34
INT01494,ORD001752,M056,masked_calling,delhivery,system,0.8277,successful_delivery,2025-12-31 21:00:14,2026-01-01 15:00:14
INT01495,ORD003669,M014,cod_to_prepaid,merchant,system,0.7595,rto,2025-11-06 11:20:39,2025-11-06 20:20:39
INT01496,ORD004649,M098,cod_to_prepaid,merchant,system,0.3337,pending,2025-12-21 20:47:25,
INT01497,ORD004185,M100,premium_courier,delhivery,system,0.7158,pending,2026-01-22 20:42:17,
INT01498,ORD004471,M009,verification,delhivery,system,0.6207,rto,2026-03-10 18:34:42,2026-03-12 21:34:42
INT01499,ORD003410,M118,cod_to_prepaid,merchant,system,0.2694,successful_delivery,2026-02-14 22:05:27,2026-02-16 12:05:27
INT01500,ORD003192,M101,address_enrichment_outreach,delhivery,system,0.9112,successful_delivery,2025-12-07 15:34:45,2025-12-10 09:34:45
INT01501,ORD002718,M089,cod_to_prepaid,merchant,merchant,0.5567,successful_delivery,2025-10-20 11:44:52,2025-10-23 08:44:52
INT01502,ORD002246,M015,masked_calling,delhivery,system,0.7285,rto,2025-10-15 08:56:51,2025-10-17 10:56:51
INT01503,ORD000899,M069,cod_to_prepaid,merchant,merchant,0.7635,successful_delivery,2025-12-08 12:37:10,2025-12-08 22:37:10
INT01504,ORD004315,M014,cod_to_prepaid,merchant,merchant,0.8114,successful_delivery,2026-01-29 19:43:15,2026-01-30 22:43:15
INT01505,ORD003455,M063,merchant_confirmation,merchant,system,0.8504,successful_delivery,2025-11-14 11:28:16,2025-11-15 05:28:16
INT01506,ORD004023,M002,cod_to_prepaid,merchant,system,0.4963,successful_delivery,2026-01-14 10:04:26,2026-01-16 08:04:26
INT01507,ORD003177,M020,express_upgrade,delhivery,system,0.7184,successful_delivery,2025-12-05 22:30:58,2025-12-08 14:30:58
INT01508,ORD002465,M094,cod_to_prepaid,merchant,merchant,0.6678,successful_delivery,2026-03-10 14:08:18,2026-03-12 12:08:18
INT01509,ORD000469,M070,verification,delhivery,system,0.8011,successful_delivery,2026-02-20 17:15:20,2026-02-20 20:15:20
INT01510,ORD000470,M085,premium_courier,delhivery,system,0.8260,rto,2026-02-11 10:07:54,2026-02-12 18:07:54
INT01511,ORD000616,M016,verification,delhivery,system,0.5181,pending,2026-03-21 20:17:45,
INT01512,ORD000706,M119,express_upgrade,delhivery,system,0.6685,successful_delivery,2025-10-15 08:46:35,2025-10-17 02:46:35
INT01513,ORD000167,M102,cancellation,delhivery,system,0.5635,rto,2026-03-22 13:02:03,2026-03-24 13:02:03
INT01514,ORD003397,M105,cod_to_prepaid,merchant,system,0.8953,successful_delivery,2025-12-31 22:16:48,2026-01-02 03:16:48
INT01515,ORD003892,M056,merchant_confirmation,merchant,merchant,0.5728,successful_delivery,2026-02-07 08:26:06,2026-02-09 06:26:06
INT01516,ORD003596,M010,premium_courier,delhivery,system,0.6134,successful_delivery,2026-01-30 19:21:40,2026-02-02 08:21:40
INT01517,ORD000681,M051,cod_to_prepaid,merchant,merchant,0.5985,successful_delivery,2026-01-03 15:23:42,2026-01-03 19:23:42
INT01518,ORD004896,M062,merchant_confirmation,merchant,merchant,0.7634,successful_delivery,2026-03-21 11:05:19,2026-03-23 04:05:19
INT01519,ORD002417,M073,masked_calling,delhivery,system,0.7183,successful_delivery,2026-03-12 15:03:52,2026-03-13 16:03:52
INT01520,ORD003548,M118,verification,delhivery,system,1.0000,successful_delivery,2026-01-28 16:39:50,2026-01-29 09:39:50
INT01521,ORD000319,M026,verification,delhivery,system,0.7002,successful_delivery,2026-03-04 13:45:54,2026-03-05 14:45:54
INT01522,ORD002459,M025,verification,delhivery,system,0.6221,successful_delivery,2026-03-18 12:25:30,2026-03-18 13:25:30
INT01523,ORD002997,M032,cod_to_prepaid,merchant,system,0.6882,successful_delivery,2025-10-19 23:58:24,2025-10-21 03:58:24
INT01524,ORD004753,M040,cod_to_prepaid,merchant,merchant,0.6079,pending,2026-01-18 08:15:02,
INT01525,ORD001113,M058,premium_courier,delhivery,system,0.6240,rto,2026-02-10 21:52:05,2026-02-12 12:52:05
INT01526,ORD000115,M073,premium_courier,delhivery,system,0.8342,rto,2026-02-27 06:38:52,2026-03-01 19:38:52
INT01527,ORD004336,M089,merchant_confirmation,merchant,system,0.8307,pending,2026-02-10 14:07:47,
INT01528,ORD003768,M073,premium_courier,delhivery,system,0.4047,successful_delivery,2026-03-07 10:44:23,2026-03-10 05:44:23
INT01529,ORD000307,M099,merchant_confirmation,merchant,merchant,0.9920,successful_delivery,2026-02-19 17:49:46,2026-02-19 22:49:46
INT01530,ORD004088,M033,merchant_confirmation,merchant,system,0.8561,rto,2025-11-29 19:16:53,2025-11-30 05:16:53
INT01531,ORD004852,M108,premium_courier,delhivery,system,0.8870,rto,2026-01-29 16:20:08,2026-02-01 00:20:08
INT01532,ORD003572,M082,verification,delhivery,system,0.7744,successful_delivery,2026-03-30 00:03:23,2026-03-31 01:03:23
INT01533,ORD004956,M116,verification,delhivery,system,0.8329,rto,2025-11-15 12:17:43,2025-11-16 00:17:43
INT01534,ORD004329,M056,merchant_confirmation,merchant,system,0.7004,rto,2025-10-17 22:29:25,2025-10-19 21:29:25
INT01535,ORD003741,M013,address_enrichment_outreach,delhivery,system,0.6078,rto,2025-12-30 17:11:27,2026-01-01 08:11:27
INT01536,ORD002106,M037,verification,delhivery,system,0.6809,successful_delivery,2025-12-12 06:31:51,2025-12-14 17:31:51
INT01537,ORD003185,M006,merchant_confirmation,merchant,system,0.7032,pending,2026-02-17 15:29:53,
INT01538,ORD001622,M076,merchant_confirmation,merchant,merchant,0.9562,pending,2026-01-21 19:34:18,
INT01539,ORD002687,M038,cod_to_prepaid,merchant,system,0.6091,successful_delivery,2026-03-02 16:01:40,2026-03-02 17:01:40
INT01540,ORD004451,M107,auto_cancel,delhivery,system,0.5978,successful_delivery,2026-03-15 08:35:01,2026-03-18 00:35:01
INT01541,ORD002316,M115,merchant_confirmation,merchant,system,0.7786,pending,2026-03-17 17:07:12,
INT01542,ORD003923,M058,premium_courier,delhivery,system,0.8294,pending,2026-02-14 15:39:11,
INT01543,ORD001531,M031,premium_courier,delhivery,system,0.9676,successful_delivery,2025-12-05 18:03:45,2025-12-07 17:03:45
INT01544,ORD003653,M009,verification,delhivery,system,0.8401,successful_delivery,2026-03-08 15:55:56,2026-03-10 02:55:56
INT01545,ORD001474,M020,premium_courier,delhivery,system,0.9942,rto,2026-01-21 12:48:13,2026-01-22 09:48:13
INT01546,ORD001882,M095,premium_courier,delhivery,system,0.5492,rto,2025-12-15 16:25:41,2025-12-16 02:25:41
INT01547,ORD002940,M015,verification,delhivery,system,0.5325,pending,2026-03-29 15:58:50,
INT01548,ORD003008,M069,address_enrichment_outreach,delhivery,system,0.7662,rto,2025-10-24 12:59:30,2025-10-27 07:59:30
INT01549,ORD001852,M103,merchant_confirmation,merchant,merchant,0.5825,pending,2025-11-30 13:29:26,
INT01550,ORD004635,M119,premium_courier,delhivery,system,0.7849,successful_delivery,2025-10-08 20:25:26,2025-10-11 10:25:26
INT01551,ORD000693,M077,premium_courier,delhivery,system,0.6682,successful_delivery,2025-10-20 01:28:44,2025-10-22 20:28:44
INT01552,ORD001011,M060,merchant_confirmation,merchant,merchant,0.9699,rto,2026-03-16 17:09:07,2026-03-19 02:09:07
INT01553,ORD003296,M116,cod_to_prepaid,merchant,merchant,0.9381,pending,2025-10-21 20:45:23,
INT01554,ORD001948,M018,cod_to_prepaid,merchant,system,0.9811,rto,2026-03-29 13:11:53,2026-03-31 18:11:53
INT01555,ORD000062,M048,merchant_confirmation,merchant,merchant,0.9347,pending,2025-10-01 21:40:33,
INT01556,ORD004426,M090,address_enrichment_outreach,delhivery,system,0.5473,successful_delivery,2025-10-26 10:54:10,2025-10-28 17:54:10
INT01557,ORD003026,M075,merchant_confirmation,merchant,merchant,0.8349,rto,2025-12-15 07:41:43,2025-12-17 20:41:43
INT01558,ORD001020,M095,verification,delhivery,system,0.8210,rto,2026-03-27 23:12:54,2026-03-30 09:12:54
INT01559,ORD000123,M018,merchant_confirmation,merchant,merchant,0.4877,pending,2026-03-20 09:09:59,
INT01560,ORD003074,M058,merchant_confirmation,merchant,merchant,0.4070,rto,2025-11-10 15:48:07,2025-11-12 01:48:07
INT01561,ORD003726,M091,verification,delhivery,system,0.3388,pending,2026-02-05 23:00:25,
INT01562,ORD003706,M063,premium_courier,delhivery,system,1.0000,pending,2025-10-29 16:50:03,
INT01563,ORD002732,M100,verification,delhivery,system,0.7897,successful_delivery,2025-12-29 20:30:05,2025-12-30 13:30:05
INT01564,ORD004119,M001,verification,delhivery,system,0.8829,successful_delivery,2026-02-20 15:25:50,2026-02-21 06:25:50
INT01565,ORD003539,M074,cod_to_prepaid,merchant,merchant,0.6977,rto,2025-10-06 16:13:37,2025-10-07 05:13:37
INT01566,ORD004113,M027,cod_to_prepaid,merchant,system,0.9939,successful_delivery,2025-10-08 13:04:16,2025-10-11 09:04:16
INT01567,ORD001402,M090,verification,delhivery,system,0.8630,successful_delivery,2025-10-14 15:36:55,2025-10-16 09:36:55
INT01568,ORD004974,M038,merchant_confirmation,merchant,merchant,0.3335,pending,2026-02-06 16:10:06,
INT01569,ORD004037,M115,merchant_confirmation,merchant,merchant,0.5536,rto,2025-11-25 22:53:28,2025-11-27 07:53:28
INT01570,ORD003267,M106,masked_calling,delhivery,system,0.7739,successful_delivery,2025-10-02 15:47:27,2025-10-05 05:47:27
INT01571,ORD001468,M098,masked_calling,delhivery,system,0.7324,successful_delivery,2025-11-20 09:33:47,2025-11-20 16:33:47
INT01572,ORD002540,M020,premium_courier,delhivery,system,0.3170,rto,2026-03-01 09:10:36,2026-03-03 01:10:36
INT01573,ORD000395,M106,merchant_confirmation,merchant,merchant,0.8951,successful_delivery,2025-11-07 08:38:27,2025-11-08 07:38:27
INT01574,ORD002217,M114,express_upgrade,delhivery,system,0.8128,rto,2025-10-09 23:59:24,2025-10-10 17:59:24
INT01575,ORD002533,M013,merchant_confirmation,merchant,system,1.0000,successful_delivery,2025-11-23 07:07:56,2025-11-24 23:07:56
INT01576,ORD000570,M119,premium_courier,delhivery,system,0.7943,successful_delivery,2025-10-26 13:53:43,2025-10-27 17:53:43
INT01577,ORD004520,M045,cod_to_prepaid,merchant,system,0.5811,successful_delivery,2026-02-09 23:32:04,2026-02-11 17:32:04
INT01578,ORD004970,M070,verification,delhivery,system,0.7072,rto,2025-11-08 10:34:15,2025-11-08 13:34:15
INT01579,ORD003086,M046,premium_courier,delhivery,system,0.6940,pending,2026-02-12 13:52:25,
INT01580,ORD004537,M104,merchant_confirmation,merchant,merchant,0.6376,rto,2026-02-03 16:33:22,2026-02-03 18:33:22
INT01581,ORD004235,M019,premium_courier,delhivery,system,1.0000,pending,2025-10-01 08:53:38,
INT01582,ORD001052,M107,cod_to_prepaid,merchant,system,0.6020,pending,2026-01-29 20:58:20,
INT01583,ORD003675,M011,merchant_confirmation,merchant,merchant,0.9972,rto,2025-10-30 13:16:31,2025-11-02 13:16:31
INT01584,ORD002936,M016,masked_calling,delhivery,system,0.7546,successful_delivery,2026-02-22 19:19:28,2026-02-25 06:19:28
INT01585,ORD003111,M018,masked_calling,delhivery,system,0.7626,rto,2026-02-18 21:31:50,2026-02-19 12:31:50
INT01586,ORD003116,M058,cod_to_prepaid,merchant,merchant,0.6085,pending,2025-12-30 23:33:52,
INT01587,ORD003545,M018,merchant_confirmation,merchant,system,0.6034,rto,2025-11-13 18:38:40,2025-11-14 09:38:40
INT01588,ORD003591,M029,premium_courier,delhivery,system,0.8656,successful_delivery,2026-02-05 18:37:47,2026-02-07 16:37:47
INT01589,ORD003871,M032,cod_to_prepaid_outreach,delhivery,system,0.6678,successful_delivery,2025-11-23 16:26:47,2025-11-24 23:26:47
INT01590,ORD003906,M102,cod_to_prepaid_outreach,delhivery,system,0.6026,rto,2025-10-04 17:46:26,2025-10-06 03:46:26
INT01591,ORD003524,M065,cod_to_prepaid_outreach,delhivery,system,0.7818,successful_delivery,2026-02-03 01:52:28,2026-02-05 00:52:28
INT01592,ORD000220,M023,merchant_confirmation,merchant,merchant,0.6261,successful_delivery,2025-10-21 15:55:28,2025-10-23 23:55:28
INT01593,ORD002164,M038,premium_courier,delhivery,system,0.7367,successful_delivery,2026-01-14 09:35:51,2026-01-15 19:35:51
INT01594,ORD002676,M013,premium_courier,delhivery,system,0.9439,successful_delivery,2026-02-07 16:45:02,2026-02-08 08:45:02
INT01595,ORD004257,M115,cod_to_prepaid,merchant,merchant,0.9289,rto,2026-01-20 16:06:23,2026-01-21 13:06:23
INT01596,ORD004686,M113,premium_courier,delhivery,system,0.6288,rto,2026-02-20 22:53:52,2026-02-23 03:53:52
INT01597,ORD000893,M033,cod_to_prepaid,merchant,system,0.7611,successful_delivery,2025-11-06 09:19:13,2025-11-06 15:19:13
INT01598,ORD001949,M106,cod_to_prepaid,merchant,system,0.6555,pending,2026-03-11 18:55:29,
INT01599,ORD004369,M011,merchant_confirmation,merchant,system,0.3851,rto,2026-02-13 07:39:36,2026-02-16 06:39:36
INT01600,ORD003764,M010,masked_calling,delhivery,system,0.7949,rto,2026-02-28 20:38:27,2026-03-01 16:38:27
INT01601,ORD003989,M073,cod_to_prepaid,merchant,merchant,0.9506,successful_delivery,2026-03-07 00:15:48,2026-03-08 17:15:48
INT01602,ORD003001,M013,cod_to_prepaid,merchant,system,0.7836,rto,2025-10-16 19:55:40,2025-10-18 06:55:40
INT01603,ORD001770,M005,cod_to_prepaid,merchant,system,0.8080,pending,2026-02-11 11:19:47,
INT01604,ORD003339,M073,merchant_confirmation,merchant,merchant,0.5182,successful_delivery,2025-11-18 20:52:12,2025-11-21 06:52:12
INT01605,ORD003969,M078,verification,delhivery,system,0.5732,rto,2025-10-08 08:09:35,2025-10-09 02:09:35
INT01606,ORD001595,M096,merchant_confirmation,merchant,system,0.7068,successful_delivery,2025-12-26 15:37:42,2025-12-28 08:37:42
INT01607,ORD004154,M005,cod_to_prepaid,merchant,merchant,0.4086,pending,2026-03-15 19:25:44,
INT01608,ORD000381,M010,premium_courier,delhivery,system,0.7954,pending,2025-11-14 13:05:11,
INT01609,ORD002812,M067,merchant_confirmation,merchant,system,0.7766,successful_delivery,2025-10-06 08:00:40,2025-10-06 15:00:40
INT01610,ORD004281,M083,cod_to_prepaid,merchant,merchant,1.0000,successful_delivery,2025-10-04 11:56:51,2025-10-04 17:56:51
INT01611,ORD002631,M091,cod_to_prepaid,merchant,merchant,0.7599,successful_delivery,2025-12-25 20:19:18,2025-12-26 01:19:18
INT01612,ORD003184,M001,cod_to_prepaid,merchant,merchant,0.5833,successful_delivery,2026-01-17 09:39:33,2026-01-17 22:39:33
INT01613,ORD003187,M038,cod_to_prepaid,merchant,system,0.7987,successful_delivery,2025-10-24 16:42:22,2025-10-25 08:42:22
INT01614,ORD001228,M116,premium_courier,delhivery,system,0.6507,successful_delivery,2025-10-22 20:41:28,2025-10-23 03:41:28
INT01615,ORD000274,M057,merchant_confirmation,merchant,merchant,0.6252,pending,2026-01-06 19:51:30,
INT01616,ORD003423,M019,merchant_confirmation,merchant,merchant,0.8402,rto,2026-02-01 07:11:40,2026-02-03 19:11:40
INT01617,ORD004724,M006,masked_calling,delhivery,system,0.7023,successful_delivery,2025-10-29 13:02:33,2025-10-30 20:02:33
INT01618,ORD001138,M109,premium_courier,delhivery,system,0.7557,successful_delivery,2026-02-15 15:09:47,2026-02-16 12:09:47
INT01619,ORD002157,M035,merchant_confirmation,merchant,merchant,0.7104,successful_delivery,2026-02-16 22:51:34,2026-02-18 21:51:34
INT01620,ORD000362,M022,cod_to_prepaid,merchant,merchant,0.6911,successful_delivery,2026-03-26 15:54:32,2026-03-29 00:54:32
INT01621,ORD001764,M113,premium_courier,delhivery,system,0.9493,pending,2026-03-10 11:36:39,
INT01622,ORD001807,M120,premium_courier,delhivery,system,0.8112,pending,2025-10-19 16:42:48,
INT01623,ORD000927,M085,merchant_confirmation,merchant,system,0.7819,rto,2025-10-12 14:02:00,2025-10-12 18:02:00
INT01624,ORD001999,M117,premium_courier,delhivery,system,0.8997,rto,2026-01-14 15:09:19,2026-01-17 00:09:19
INT01625,ORD004544,M034,merchant_confirmation,merchant,system,0.9195,successful_delivery,2025-12-25 10:13:26,2025-12-25 23:13:26
INT01626,ORD002219,M023,merchant_confirmation,merchant,system,0.8015,rto,2025-10-14 17:05:00,2025-10-16 22:05:00
INT01627,ORD001350,M040,merchant_confirmation,merchant,system,0.5634,pending,2025-12-04 12:25:30,
INT01628,ORD003587,M012,premium_courier,delhivery,system,0.6112,rto,2026-01-21 15:28:06,2026-01-21 16:28:06
INT01629,ORD001371,M013,cod_to_prepaid,merchant,system,0.6618,rto,2026-03-27 16:54:30,2026-03-29 22:54:30
INT01630,ORD002720,M067,premium_courier,delhivery,system,0.8133,pending,2026-01-11 22:16:55,
INT01631,ORD001877,M070,merchant_confirmation,merchant,merchant,0.7444,pending,2025-12-27 11:57:21,
INT01632,ORD001032,M078,merchant_confirmation,merchant,system,0.3443,rto,2026-03-04 15:12:43,2026-03-05 07:12:43
INT01633,ORD002694,M112,premium_courier,delhivery,system,0.5707,rto,2025-12-15 14:52:47,2025-12-17 22:52:47
